Version,Hostname (IP),Error Type,Error Date,Comments,Last Reboot
A.3.2.99.0.32.0.0.6,gwp397 (192.168.3.97),Freeze, 2017-09-29 12:00:00-04,See 192.168.3.97_290917_1506700862156.png capture for details.This error is related with CR 17702,Fri Sep 29 11:35
A.3.2.99.0.32.0.0.6,gwp397 ( 192.168.3.97),3206 Error,2017-09-29 11:38:35,Unknown error or wrong error pattern.,Fri Sep 29 11:35
A.3.2.99.0.32.0.0.6,GEM154 (192.168.207.154),Freeze, 2017-09-29 13:00:00-04,See 192.168.207.154_290917_1506704462014.png capture for details.This error is related with CR 17702,Fri Sep 29 12:37
A.3.2.99.0.32.0.0.6,GEM154 (192.168.207.154),Freeze, 2017-09-29 14:00:00-04,See 192.168.207.154_290917_1506708061862.png capture for details.This error is related with CR 17702,Fri Sep 29 13:37
A.3.2.99.0.32.0.0.6,GEM168 ( 192.168.2.168),3206 Error,2017-09-29 14:52:01,Unknown error or wrong error pattern.,Thu Sep 28 12:02
A.3.2.99.0.32.0.0.6,GEM154 (192.168.207.154),Freeze, 2017-09-29 15:00:00-04,See 192.168.207.154_290917_1506711661934.png capture for details.This error is related with CR 17702,Fri Sep 29 14:37
A.3.2.99.0.32.0.0.6,GEM168 ( 192.168.2.168),3206 Error,2017-09-29 16:03:57,Unknown error or wrong error pattern.,Fri Sep 29 14:49
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-09-30 17:00:00-04,See 192.168.226.102_300917_1506805261198.png capture for details.This error is related with CR 17702,Fri Sep 29 10:55
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-09-30 18:00:00-04,See 192.168.226.102_300917_1506808861458.png capture for details.This error is related with CR 17702,Sat Sep 30 17:39
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-09-30 19:00:00-04,See 192.168.226.102_300917_1506812461515.png capture for details.This error is related with CR 17702,Sat Sep 30 18:38
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-09-30 20:00:00-04,See 192.168.226.102_300917_1506816062517.png capture for details.This error is related with CR 17702,Sat Sep 30 19:39
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-09-30 21:00:00-04,See 192.168.226.102_300917_1506819661515.png capture for details.This error is related with CR 17702,Sat Sep 30 20:39
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-09-30 21:04:28,Unknown error or wrong error pattern.,Sat Sep 30 20:39
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-09-30 21:04:28,Unknown error or wrong error pattern.,Sat Sep 30 21:01
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-09-30 22:00:00-04,See 192.168.226.102_300917_1506823261673.png capture for details.This error is related with CR 17702,Sat Sep 30 21:39
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-09-30 21:04:28,Unknown error or wrong error pattern.,Sat Sep 30 21:39
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-09-30 21:04:28,Unknown error or wrong error pattern.,Sat Sep 30 22:01
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-09-30 23:00:00-04,See 192.168.226.102_300917_1506826861482.png capture for details.This error is related with CR 17702,Sat Sep 30 22:39
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-09-30 21:04:28,Unknown error or wrong error pattern.,Sat Sep 30 22:39
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-09-30 23:42:32,Unknown error or wrong error pattern.,Sat Sep 30 23:02
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 00:00:00-04,See 192.168.226.102_011017_1506830462449.png capture for details.This error is related with CR 17702,Sat Sep 30 23:39
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 01:00:00-04,See 192.168.226.102_011017_1506834061384.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 02:00:00-04,See 192.168.226.102_011017_1506837661347.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 03:00:00-04,See 192.168.226.102_011017_1506841261381.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 04:00:00-04,See 192.168.226.102_011017_1506844861390.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 05:00:00-04,See 192.168.226.102_011017_1506848461446.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 05:41:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 06:00:00-04,See 192.168.226.102_011017_1506852061501.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 05:41:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 05:41:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 07:00:00-04,See 192.168.226.102_011017_1506855662323.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 07:04:27,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 07:04:27,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 08:00:00-04,See 192.168.226.102_011017_1506859261436.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 07:04:27,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 07:04:27,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 09:00:00-04,See 192.168.226.102_011017_1506862861438.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 07:04:27,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 10:00:00-04,See 192.168.226.102_011017_1506866462390.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 11:00:00-04,See 192.168.226.102_011017_1506870061641.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 12:00:00-04,See 192.168.226.102_011017_1506873661463.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 13:00:00-04,See 192.168.226.102_011017_1506877262324.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 13:41:44,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 14:00:00-04,See 192.168.226.102_011017_1506880862638.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 13:41:44,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 13:41:44,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 15:00:00-04,See 192.168.226.102_011017_1506884462539.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 15:04:29,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 15:04:29,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 16:00:00-04,See 192.168.226.102_011017_1506888061513.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 16:04:48,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 16:04:48,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 17:00:00-04,See 192.168.226.102_011017_1506891661502.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 16:04:48,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 16:04:48,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 18:00:00-04,See 192.168.226.102_011017_1506895261441.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 18:04:32,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 18:04:32,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 19:00:00-04,See 192.168.226.102_011017_1506898861497.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 20:00:00-04,See 192.168.226.102_011017_1506902461372.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 21:00:00-04,See 192.168.226.102_011017_1506906061387.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 21:41:52,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 22:00:00-04,See 192.168.226.102_011017_1506909662383.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 22:04:49,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 22:04:49,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 23:00:00-04,See 192.168.226.102_011017_1506913261392.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 22:04:49,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 22:04:49,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 00:00:00-04,See 192.168.226.102_021017_1506916861587.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 00:41:31,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 01:00:00-04,See 192.168.226.102_021017_1506920461591.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 01:04:49,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 01:04:49,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 02:00:00-04,See 192.168.226.102_021017_1506924061467.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 01:04:49,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 02:41:47,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 03:00:00-04,See 192.168.226.102_021017_1506927661448.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 02:41:47,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 02:41:47,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 04:00:00-04,See 192.168.226.102_021017_1506931261411.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 02:41:47,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 02:41:47,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 05:00:00-04,See 192.168.226.102_021017_1506934862321.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 05:04:45,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 05:04:45,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 06:00:00-04,See 192.168.226.102_021017_1506938461299.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 05:04:45,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 05:04:45,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 07:00:00-04,See 192.168.226.102_021017_1506942062795.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 07:04:55,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 07:42:37,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 08:00:00-04,See 192.168.226.102_021017_1506945662608.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 07:42:37,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 07:42:37,Unknown error or wrong error pattern.,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-02 09:00:00-04,See 192.168.226.102_021017_1506949261523.png capture for details.This error is related with CR 17702,Mon Oct  2
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-02 07:42:37,Unknown error or wrong error pattern.,Mon Oct  2


